Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE","District 28 Estimate","District 28 MOE","District 29 Estimate","District 29 MOE","District 30 Estimate","District 30 MOE","District 31 Estimate","District 31 MOE","District 32 Estimate","District 32 MOE","District 33 Estimate","District 33 MOE","District 34 Estimate","District 34 MOE","District 35 Estimate","District 35 MOE","District 36 Estimate","District 36 MOE"
Education,"Educational Attainment","Percent bachelor's degree or higher",20.8,"(+/- 1.2 )",41.3,"(+/- 1.6 )",54.0,"(+/- 1.1 )",23.2,"(+/- 1.0 )",19.5,"(+/- 0.9 )",29.1,"(+/- 1.3 )",48.9,"(+/- 1.7 )",30.6,"(+/- 1.2 )",25.5,"(+/- 1.5 )",40.2,"(+/- 1.3 )",20.8,"(+/- 0.9 )",31.6,"(+/- 1.3 )",20.2,"(+/- 1.1 )",24.3,"(+/- 1.3 )",19.2,"(+/- 1.3 )",24.6,"(+/- 1.2 )",30.4,"(+/- 1.2 )",22.5,"(+/- 1.2 )",22.9,"(+/- 1.2 )",24.6,"(+/- 1.3 )",46.6,"(+/- 1.1 )",47.1,"(+/- 1.7 )",22.4,"(+/- 1.1 )",46.3,"(+/- 1.2 )",39.3,"(+/- 1.2 )",45.4,"(+/- 1.2 )",20.5,"(+/- 1.0 )",18.2,"(+/- 1.1 )",10.8,"(+/- 1.0 )",20.8,"(+/- 1.1 )",36.1,"(+/- 1.3 )",43.2,"(+/- 1.2 )",9.9,"(+/- 0.8 )",16.1,"(+/- 1.1 )",23.2,"(+/- 1.2 )",17.6,"(+/- 1.0 )"

"Source: 2017 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag","District 08 Estimate","District 08 Flag","District 09 Estimate","District 09 Flag","District 10 Estimate","District 10 Flag","District 11 Estimate","District 11 Flag","District 12 Estimate","District 12 Flag","District 13 Estimate","District 13 Flag","District 14 Estimate","District 14 Flag","District 15 Estimate","District 15 Flag","District 16 Estimate","District 16 Flag","District 17 Estimate","District 17 Flag","District 18 Estimate","District 18 Flag","District 19 Estimate","District 19 Flag","District 20 Estimate","District 20 Flag","District 21 Estimate","District 21 Flag","District 22 Estimate","District 22 Flag","District 23 Estimate","District 23 Flag","District 24 Estimate","District 24 Flag","District 25 Estimate","District 25 Flag","District 26 Estimate","District 26 Flag","District 27 Estimate","District 27 Flag","District 28 Estimate","District 28 Flag","District 29 Estimate","District 29 Flag","District 30 Estimate","District 30 Flag","District 31 Estimate","District 31 Flag","District 32 Estimate","District 32 Flag","District 33 Estimate","District 33 Flag","District 34 Estimate","District 34 Flag","District 35 Estimate","District 35 Flag","District 36 Estimate","District 36 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",254538,G,373458,G,381841,G,195143,G,178337,G,228866,G,460210,G,191643,G,317159,G,297626,G,252162,G,309540,G,218135,G,236433,G,185875,G,223674,G,262546,G,412362,G,234929,G,257592,G,429437,G,206550,G,177919,G,690792,G,227290,G,240064,G,249150,G,161914,G,213699,G,343059,G,241132,G,344278,G,273772,G,170804,G,304332,G,244582,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",811,G,23,J,13,J,189,H,204,H,99,J,29,J,211,H,a,D,103,G,282,G,187,G,415,G,133,J,847,H,16,G,418,H,2,G,695,G,a,D,55,H,85,J,178,G,32,H,65,H,87,H,218,H,122,J,a,D,13,J,11,G,14,J,f,D,322,G,25,J,567,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",7489,G,6382,H,506,G,569,H,745,G,304,H,20079,G,4918,G,2198,H,2452,G,31654,G,6624,G,9305,G,1025,H,3293,G,182,J,2569,G,9891,G,7673,G,278,H,1359,H,3530,H,9110,G,1863,G,2890,G,516,H,6644,G,5620,G,1891,G,793,G,782,G,1941,G,343,H,3620,G,467,G,2873,G
Business,"Paid employees for pay period including March 12",Utilities,1843,H,1733,G,830,G,1393,G,896,G,630,G,6175,J,1348,J,525,H,994,H,1780,G,685,J,2732,J,866,J,1084,G,g,D,1878,G,7251,H,1818,H,30,H,1172,G,946,H,957,G,2259,G,1655,H,616,H,2941,H,746,G,1424,J,2161,H,1342,G,334,H,847,H,878,J,357,H,1147,J
Business,"Paid employees for pay period including March 12",Construction,13384,G,35037,G,15311,G,9838,G,17303,G,13233,G,29420,H,13429,G,14272,G,22245,G,19752,G,16520,G,13550,G,25346,G,6558,G,9786,G,18908,G,24538,G,13955,G,8360,G,26471,G,10789,G,28251,H,36725,G,13943,G,12404,G,20569,G,6957,G,28561,G,12028,G,15421,G,14430,G,22711,G,4986,G,21752,G,28080,G
Business,"Paid employees for pay period including March 12",Manufacturing,33186,G,34841,G,15849,G,36916,G,22206,G,28814,G,9570,G,12606,G,15575,G,21908,G,16357,G,37533,G,29293,G,30032,G,12176,G,13062,G,30071,G,32448,G,14509,G,8595,G,10701,G,11875,G,10035,G,27323,G,13822,G,15111,G,21826,G,4054,H,32483,G,21595,G,13768,G,20759,H,41772,G,7015,G,22541,G,38669,G
Business,"Paid employees for pay period including March 12","Wholesale trade",9947,G,28446,G,16778,G,6890,G,9045,G,13294,H,17682,G,8327,G,16996,G,15415,H,15300,G,11779,G,12190,G,7335,G,8707,G,9712,G,11526,G,42025,G,13382,G,5579,G,15228,G,6955,G,5283,G,47689,G,9759,H,11970,G,11455,G,6025,G,15638,G,16397,G,6978,G,10878,G,31353,G,5004,G,21985,G,9366,G
Business,"Paid employees for pay period including March 12","Retail trade",37105,G,44864,G,49421,G,32520,G,30206,G,34561,G,51256,G,31179,G,25261,G,48512,G,37586,G,38968,G,33623,G,35463,G,33800,G,37371,G,32584,G,24324,G,36227,G,41523,G,45644,G,41008,G,28196,G,52448,G,31248,G,37044,G,37294,G,30340,G,25964,G,30258,G,39874,G,41865,G,26259,H,29695,G,41141,G,29242,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",7319,G,7686,G,4142,G,6174,G,13280,G,9368,G,7607,G,5176,G,4332,G,9365,H,11229,G,14994,G,8807,G,8056,G,7896,G,10798,G,7333,G,43088,H,9889,G,2596,G,7860,G,2492,G,8957,G,55432,H,4280,G,17872,G,6916,G,19608,G,21414,G,27242,H,5121,H,2082,H,24229,G,6858,G,19112,G,15799,G
Business,"Paid employees for pay period including March 12",Information,3853,H,5288,H,17090,H,2275,G,1758,G,3446,H,12531,G,2169,H,4360,G,10773,G,3512,H,4703,H,3047,H,2209,G,3069,H,7569,G,4664,G,10623,G,4841,H,4781,G,15915,G,3695,G,1666,H,35850,G,8089,G,4335,H,2868,H,1833,G,1747,J,11777,H,5881,G,13709,H,3248,J,2935,G,11652,G,1843,G
Business,"Paid employees for pay period including March 12","Finance and insurance",10542,G,16219,G,51079,H,6838,G,3918,G,11132,H,29571,G,6624,H,6845,G,11680,G,7815,G,17849,G,9833,G,7933,H,6397,H,6464,H,11747,H,16325,G,10563,G,34856,H,30389,H,6845,G,7043,G,55789,G,9845,G,21364,G,6932,H,5795,H,4961,G,19006,G,11389,H,25642,H,4705,H,5298,H,8768,H,4772,G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",3486,G,7238,G,7011,G,2067,G,3493,G,3614,G,12144,G,3340,G,5074,H,4955,G,5583,G,4315,G,2912,G,5091,G,2443,G,3963,H,4422,G,8276,G,3574,G,4731,G,9671,G,2860,G,2552,G,16211,G,5669,G,4178,H,5083,G,2346,G,3697,G,9328,G,4175,G,11350,G,4508,G,2689,G,5454,G,3752,H
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",11203,G,21963,G,39049,G,6195,G,5795,G,7904,G,53500,G,12236,G,26508,G,26228,G,8358,G,16441,G,6674,G,11164,G,6125,G,10711,G,20682,G,39701,G,7419,G,19059,G,46318,G,11986,G,4449,G,74557,G,18001,G,11261,G,10831,G,3899,G,10363,H,34485,G,22432,H,32947,G,9877,G,4684,G,14823,G,18848,H
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",4689,G,16626,G,21238,G,1519,G,1030,G,6723,H,40833,H,10293,H,14511,G,7426,H,2649,G,9901,H,1333,G,3675,G,1143,G,2624,H,2324,G,34896,G,2370,G,7455,G,12178,H,3223,G,1196,J,49275,H,2629,G,5798,H,1985,G,918,G,2875,H,12888,G,2387,G,10815,G,3386,H,524,G,9393,G,2434,J
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",12660,G,26886,G,24578,G,8368,G,8817,G,17729,G,34669,G,10973,G,26168,G,21375,G,9442,G,17880,G,7138,G,11177,G,11079,G,23301,G,17007,G,30944,G,9202,G,26179,G,29639,G,9714,G,8309,H,82287,G,12547,G,18170,G,14618,G,7276,G,19788,G,17125,G,10563,G,26255,G,32821,G,9259,H,18600,G,12834,G
Business,"Paid employees for pay period including March 12","Educational services",4062,G,12051,H,5332,H,1769,H,1580,G,3144,G,8807,G,2380,G,19302,H,5895,G,2218,G,5963,H,1256,G,1942,G,3378,H,2833,G,10987,H,3711,G,6235,G,6121,H,15278,G,3981,G,1429,H,10300,G,5689,G,3558,H,2365,G,1809,H,1344,G,7360,H,5406,H,11049,H,3719,H,3448,H,4486,G,2542,H
Business,"Paid employees for pay period including March 12","Health care and social assistance",49468,G,38848,G,48454,G,37508,G,26678,G,31097,G,51672,G,24464,H,99627,G,35115,G,33919,G,46545,G,35787,G,36898,G,48649,G,43326,G,38159,G,28332,G,46374,G,39636,G,70946,G,36207,G,24719,G,50837,G,37927,G,26670,G,46964,G,36956,G,11899,G,65457,G,46375,G,60842,G,26750,G,54417,G,35651,G,26723,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",2155,G,7009,G,6211,G,1823,G,2452,G,3513,G,5895,G,4779,G,5236,H,3780,G,2884,G,5977,H,2148,G,3387,G,1531,G,1956,H,3107,G,5784,G,2429,H,4757,H,8086,G,5507,G,4368,G,5719,G,5796,G,4270,H,2992,G,2089,G,733,G,5904,G,5103,G,4741,G,4345,J,1294,G,5189,G,1648,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",27752,G,42349,G,42133,G,23294,G,20021,G,29923,G,48632,G,26398,G,23113,G,35835,G,28916,G,35903,G,26321,G,31878,G,22226,G,30832,G,32674,G,36183,G,30209,G,34579,G,61702,G,34355,G,24281,G,63140,G,29605,G,33459,G,35409,G,20131,G,20474,G,35738,G,31809,G,39254,G,22504,G,22261,G,49818,G,24194,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",13509,G,19912,G,16794,G,8957,G,8894,G,10312,G,20059,G,10754,G,7225,G,13516,G,12880,G,16668,G,11739,G,12799,G,5454,G,7936,G,11445,G,13976,G,13505,G,8443,G,20752,G,10449,G,6895,G,22969,G,13783,G,11348,G,11217,G,5370,G,8431,G,13474,G,12290,G,15282,G,9725,G,5601,G,13105,G,19209,G
Business,"Paid employees for pay period including March 12","Industries not classified",75,G,57,G,22,H,41,J,16,J,26,J,79,J,39,J,28,J,54,H,46,H,105,J,32,G,24,G,20,J,25,J,41,J,44,H,60,J,23,J,73,H,48,J,45,H,87,J,48,J,33,H,23,J,20,J,12,J,30,H,25,H,89,J,33,J,16,J,13,G,40,J
Business,"Annual payroll ($1,000)","Total for all sectors",10018085,G,20509790,G,23713657,G,7130482,G,6505181,G,9182701,G,33498204,G,10166381,G,18124607,G,14526252,G,11916978,G,16079667,G,8751579,G,11440356,G,5704426,G,7161497,G,11316992,G,32836049,G,8611979,G,10903244,G,22291466,G,8471480,G,6926206,G,43696056,G,11603584,G,10704670,G,10179806,G,4949980,G,10136622,G,22452975,G,10767237,G,19420884,G,12634020,G,4849093,G,12704327,G,13545464,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",28665,G,1070,G,219,J,7207,G,6252,H,3472,J,1654,J,10784,H,D,D,4567,G,10193,G,5897,H,22500,G,4598,G,24601,H,1307,H,22242,H,206,G,37639,G,D,D,1855,G,2819,H,5183,H,1293,H,3166,H,3694,G,8575,G,8114,J,D,D,412,H,215,G,447,H,D,D,9981,G,1319,H,26352,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",527565,G,956356,H,54754,G,39722,H,38617,G,19576,G,2685339,G,617744,G,245826,H,161473,H,2709813,G,691310,G,584472,G,89199,H,213412,G,11047,H,176782,G,1773270,G,545947,G,19107,H,88652,H,285026,H,623626,G,200796,G,220676,H,39213,H,476092,G,385795,G,208915,G,78207,G,46078,G,277309,G,26831,H,215401,G,29240,H,194334,G
Business,"Annual payroll ($1,000)",Utilities,152351,H,190510,G,58476,G,111873,H,62059,G,65800,G,541615,J,146594,J,66286,H,71551,H,143839,G,67532,J,201646,H,76163,H,62970,G,D,D,163176,G,1027620,H,149487,H,2014,G,99860,G,93499,H,64371,G,258713,G,168929,H,49652,H,306891,H,45025,G,132424,J,304036,H,133305,H,27004,G,85223,H,63357,H,22303,G,107230,J
Business,"Annual payroll ($1,000)",Construction,607193,G,2207909,G,1045560,G,456811,G,870053,G,689717,G,2666680,H,700981,G,902543,G,1344592,G,1066117,G,921649,G,658337,G,1507584,G,256958,G,401610,G,934698,G,1495926,G,676425,G,414182,G,1620234,G,677489,H,1675323,H,2383273,G,748596,G,743247,G,1149331,G,292225,G,1624003,G,792436,G,822260,G,883578,G,1243752,G,194455,G,1124428,G,1825801,G
Business,"Annual payroll ($1,000)",Manufacturing,1595342,G,2044088,G,1228587,G,1923729,G,1023270,G,1463714,G,655417,G,659138,G,803476,G,1399077,G,825846,G,2885284,H,1644883,G,3147229,G,574800,G,535868,G,1567800,G,1865096,G,655382,G,402644,G,630139,G,691393,G,517587,H,1598000,G,717183,G,848770,G,1593628,G,158189,H,1968781,G,1129363,G,658002,G,2102529,J,2596765,G,289459,G,1083361,G,3578240,G
Business,"Annual payroll ($1,000)","Wholesale trade",506419,G,1924873,G,1690971,G,326585,G,494704,G,779662,G,1711682,G,539213,G,1165395,G,1072199,H,900801,G,776455,G,630617,G,477560,G,355541,G,417085,G,685354,H,3246790,G,656939,G,368678,H,1164898,G,480451,G,258083,G,3671869,G,1064439,H,852849,G,607367,G,269290,G,887097,G,1030062,G,526759,G,857545,G,2051986,G,205878,G,1346311,G,656530,G
Business,"Annual payroll ($1,000)","Retail trade",995883,G,1232508,G,1430548,G,872545,G,812562,G,928789,G,1517919,G,838931,G,828076,G,1377025,G,1095804,G,1129078,G,866099,G,980005,G,787609,G,847019,G,842514,G,747327,G,957417,G,1138858,G,1300388,G,1032962,G,688277,G,1589550,G,832134,G,993424,G,986847,G,731949,G,682096,G,994458,G,1085202,G,1238064,G,771961,G,736883,G,1167864,G,748821,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",335233,G,384973,G,280484,H,258744,G,549747,G,388695,G,879550,G,271869,G,194320,G,383714,H,667171,G,626274,G,456423,G,418071,G,337799,G,461803,G,287564,G,3030783,H,443240,G,116944,G,385835,G,133764,G,475762,H,3508324,H,172480,G,786621,G,378806,G,789414,G,1334320,H,1891341,H,189373,H,159023,H,1107137,G,287709,G,869490,G,1036895,G
Business,"Annual payroll ($1,000)",Information,181375,H,341999,H,1882946,H,93872,G,77189,H,150963,H,1292897,G,142272,G,263430,G,1010566,G,164441,H,285745,H,139264,H,111574,G,125390,H,275959,G,285182,G,1156423,G,194249,H,231326,G,1293841,G,184906,H,76934,G,3327149,G,813839,G,309736,H,136776,H,59652,G,100035,J,1271995,H,414544,H,1199319,G,225071,H,112075,G,905146,G,112199,H
Business,"Annual payroll ($1,000)","Finance and insurance",552182,G,1262532,G,3781039,H,320886,G,190807,G,636907,G,3392402,G,540815,G,441047,G,787494,G,415020,G,1644151,G,515196,G,444503,H,280904,H,291399,G,790188,H,2682149,G,562539,G,2706283,H,2332202,H,502343,G,326742,G,4771567,G,990777,H,1752321,G,338276,G,228800,H,212411,G,2730062,G,717475,H,2294700,G,216972,G,206087,H,534549,H,236837,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",145492,G,395584,G,418020,G,74770,G,130453,G,178944,G,859309,G,177100,G,234991,G,246463,G,282805,G,219534,G,117765,G,237043,G,76038,G,143198,G,195691,G,731704,H,135454,G,224928,G,570013,G,125207,G,107249,G,1028682,G,359877,G,212526,H,227472,G,98710,G,165692,G,786925,G,189691,G,722131,G,223529,G,81527,G,229315,G,202652,H
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",643836,G,1745487,G,4190575,G,279539,G,271251,G,425090,G,5187867,G,1084889,G,2223577,G,2332065,H,480466,G,1106573,G,348245,G,703184,G,216287,G,500349,G,1684030,H,4197399,G,353209,G,1353217,G,4102941,G,846629,G,215142,G,6000315,G,1414435,G,760143,G,670610,G,152815,G,856334,H,3713044,G,1955148,H,2627830,G,629701,H,165483,G,947569,G,1427355,H
Business,"Annual payroll ($1,000)","Management of companies and enterprises",300992,G,2696794,G,2509251,G,117429,G,74872,G,632447,G,6046111,H,1904964,J,1333543,G,673476,H,305388,G,1061329,H,90092,G,247979,G,91285,G,183362,H,147149,G,6334155,G,153957,G,790211,H,1350104,H,359137,G,150272,J,6091528,H,252564,G,419083,H,117640,H,37791,G,256344,G,1743308,G,210575,G,1133090,H,268439,H,28332,G,672367,H,167023,H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",354798,G,922464,G,1158009,G,240372,G,269045,G,551499,G,1728661,G,452755,G,916166,G,827354,G,435380,G,692720,G,235712,G,422904,G,277941,G,630856,G,602599,G,1387879,G,259416,G,721525,G,1188772,G,415180,G,298567,H,3697713,G,538166,G,688843,G,493145,G,194891,G,587346,G,766889,G,396579,G,946461,G,956511,G,249252,H,565164,G,604101,G
Business,"Annual payroll ($1,000)","Educational services",108921,G,487184,H,230936,H,36661,H,44540,G,83736,G,325567,G,68915,G,1368122,H,171654,G,61493,G,297705,H,32156,G,48823,G,108258,H,68575,G,403621,H,136666,G,151491,G,183156,H,519521,G,95286,G,39425,H,420671,G,197041,G,96559,H,66224,G,56159,H,46523,G,291432,G,136825,H,474059,H,128673,G,119607,H,154625,G,97663,J
Business,"Annual payroll ($1,000)","Health care and social assistance",2172585,G,2075145,G,2402234,G,1359871,G,945536,G,1354607,G,2187721,G,1189247,H,6125322,G,1498494,G,1436649,G,2463986,G,1489429,G,1429170,G,1444352,G,1631168,G,1638366,G,1436197,H,1857610,G,1371457,G,3504650,G,1593276,G,744984,G,2596874,G,1981279,H,1201280,G,1736053,G,977918,G,384606,G,3422501,G,2369046,H,3066041,G,994304,G,1421100,G,1445768,G,1073647,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",48304,H,153134,G,116106,G,32873,G,48427,G,68298,H,146538,G,95658,H,307402,J,76047,G,64606,G,133676,G,35149,G,62899,G,24517,G,30274,G,59767,H,415515,H,41038,G,75578,H,191080,G,89001,G,77035,G,321777,H,155917,H,93905,G,54859,G,31940,G,12470,G,287242,H,87847,G,128301,G,348926,J,21423,G,283521,H,32977,G
Business,"Annual payroll ($1,000)","Accommodation and food services",408891,G,805825,G,798910,G,354457,G,313316,G,480748,G,1021074,G,445681,G,438556,G,650168,G,479779,G,617206,G,388260,G,530069,G,318055,G,450949,G,490100,G,707492,G,460486,G,565957,G,1254034,G,591398,G,400833,G,1376205,G,534395,G,544875,G,518128,G,297460,G,334200,G,748563,G,514524,G,773003,G,403837,G,312426,G,935963,G,381947,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",351371,G,679823,G,435260,G,221941,G,282155,G,278978,G,647854,G,278079,G,265561,G,437052,G,369195,G,451664,G,294809,G,501080,G,127180,G,180297,G,337879,G,462260,G,319532,G,216475,G,690873,G,270779,G,179770,G,849922,G,436099,G,306655,G,312766,G,133624,G,342847,H,469154,G,313323,G,507675,G,327055,G,128358,G,385777,G,1034015,G
Business,"Annual payroll ($1,000)","Industries not classified",687,H,1532,H,772,G,595,G,326,H,1059,G,2347,G,752,G,733,H,1221,G,2172,G,1899,G,525,G,719,G,529,G,427,G,2290,H,1192,G,522,G,198,G,1574,G,935,G,1041,H,1835,G,1592,H,1274,G,320,G,219,H,150,J,1545,G,466,G,2775,G,545,J,300,G,247,H,845,G
Business,"Total Establishments","Total for all sectors",16759,X,20845,X,21388,X,13784,X,12386,X,13866,X,25319,X,14268,X,13047,X,19783,X,18745,X,17409,X,16503,X,13934,X,11812,X,13534,X,14489,X,16824,X,16665,X,11717,X,26331,X,15678,X,11141,X,27971,X,18087,X,15199,X,15738,X,11101,X,10649,X,13665,X,15228,X,21973,X,12588,X,10816,X,15636,X,12903,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",119,X,7,X,6,X,54,X,18,X,13,X,9,X,49,X,2,X,33,X,51,X,23,X,83,X,20,X,34,X,8,X,32,X,3,X,92,X,2,X,23,X,18,X,38,X,6,X,30,X,30,X,69,X,14,X,1,X,6,X,8,X,7,X,6,X,55,X,8,X,95,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",504,X,192,X,72,X,72,X,89,X,45,X,419,X,229,X,63,X,172,X,1508,X,291,X,718,X,58,X,170,X,12,X,137,X,247,X,586,X,24,X,194,X,120,X,468,X,124,X,139,X,44,X,430,X,193,X,65,X,57,X,43,X,261,X,19,X,186,X,48,X,152,X
Business,"Total Establishments",Utilities,123,X,60,X,27,X,94,X,95,X,36,X,77,X,78,X,15,X,49,X,120,X,23,X,113,X,42,X,41,X,13,X,74,X,82,X,127,X,4,X,54,X,32,X,81,X,32,X,75,X,23,X,67,X,42,X,28,X,25,X,40,X,23,X,15,X,46,X,25,X,74,X
Business,"Total Establishments",Construction,1265,X,1608,X,1157,X,1269,X,1363,X,1175,X,1075,X,1375,X,652,X,1801,X,1671,X,1441,X,1519,X,991,X,716,X,854,X,1378,X,1015,X,1482,X,724,X,1969,X,975,X,940,X,1451,X,1760,X,1135,X,1271,X,799,X,1004,X,674,X,1517,X,1226,X,1155,X,597,X,1179,X,963,X
Business,"Total Establishments",Manufacturing,648,X,945,X,355,X,590,X,642,X,659,X,444,X,562,X,482,X,749,X,729,X,665,X,589,X,450,X,327,X,450,X,547,X,811,X,500,X,228,X,553,X,387,X,249,X,703,X,576,X,407,X,485,X,225,X,864,X,494,X,458,X,454,X,925,X,305,X,637,X,554,X
Business,"Total Establishments","Wholesale trade",830,X,1685,X,1038,X,616,X,693,X,801,X,1482,X,810,X,1116,X,1074,X,1110,X,810,X,942,X,675,X,897,X,968,X,745,X,1565,X,1006,X,418,X,992,X,803,X,541,X,2070,X,652,X,755,X,816,X,668,X,963,X,881,X,529,X,798,X,1403,X,539,X,995,X,591,X
Business,"Total Establishments","Retail trade",2629,X,2634,X,2488,X,2289,X,2044,X,2012,X,2918,X,1864,X,1820,X,2705,X,2656,X,2252,X,2451,X,2314,X,2067,X,2177,X,2129,X,1800,X,2453,X,2094,X,2841,X,2309,X,1685,X,2978,X,2169,X,1950,X,2337,X,1765,X,1908,X,1946,X,2273,X,2406,X,2058,X,1847,X,2367,X,2004,X
Business,"Total Establishments","Transportation and warehousing",540,X,510,X,271,X,448,X,378,X,468,X,427,X,390,X,265,X,420,X,844,X,516,X,714,X,501,X,606,X,738,X,433,X,886,X,637,X,206,X,410,X,309,X,780,X,997,X,342,X,390,X,544,X,1514,X,600,X,483,X,289,X,253,X,529,X,486,X,495,X,598,X
Business,"Total Establishments",Information,241,X,290,X,436,X,222,X,190,X,199,X,436,X,158,X,179,X,395,X,275,X,268,X,261,X,170,X,132,X,189,X,263,X,255,X,277,X,192,X,533,X,186,X,162,X,809,X,380,X,319,X,226,X,123,X,109,X,340,X,238,X,452,X,131,X,132,X,291,X,161,X
Business,"Total Establishments","Finance and insurance",1263,X,1243,X,1657,X,987,X,721,X,890,X,2192,X,1028,X,759,X,1301,X,1210,X,1329,X,1147,X,901,X,864,X,902,X,971,X,993,X,1259,X,935,X,1882,X,954,X,720,X,2299,X,1226,X,957,X,1084,X,704,X,681,X,954,X,1072,X,1961,X,645,X,846,X,906,X,813,X
Business,"Total Establishments","Real estate and rental and leasing",755,X,1082,X,1164,X,602,X,589,X,654,X,1700,X,724,X,729,X,1009,X,940,X,859,X,702,X,745,X,543,X,781,X,724,X,825,X,816,X,642,X,1675,X,771,X,557,X,1599,X,1079,X,767,X,809,X,479,X,458,X,751,X,832,X,1489,X,548,X,520,X,804,X,621,X
Business,"Total Establishments","Professional, scientific, and technical services",1557,X,2920,X,3775,X,1062,X,890,X,1321,X,4788,X,1738,X,1470,X,2770,X,1469,X,2030,X,1238,X,1238,X,1005,X,1283,X,1341,X,2439,X,1279,X,1220,X,4585,X,2250,X,799,X,4609,X,2823,X,2074,X,1359,X,737,X,670,X,1763,X,1839,X,3843,X,819,X,776,X,1569,X,1260,X
Business,"Total Establishments","Management of companies and enterprises",107,X,209,X,378,X,61,X,50,X,94,X,354,X,115,X,114,X,122,X,106,X,232,X,70,X,69,X,56,X,59,X,88,X,313,X,81,X,89,X,223,X,78,X,53,X,568,X,111,X,175,X,74,X,35,X,87,X,139,X,64,X,187,X,103,X,38,X,147,X,68,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",721,X,1136,X,1181,X,613,X,554,X,714,X,1443,X,739,X,674,X,1034,X,684,X,860,X,610,X,623,X,411,X,599,X,730,X,887,X,646,X,598,X,1380,X,712,X,424,X,1838,X,865,X,901,X,634,X,385,X,430,X,637,X,720,X,1127,X,699,X,343,X,705,X,535,X
